TransactionID,Amount,SenderCounty,ReceiverCounty,TimeOfDay,TransactionType,AccountAgeMonths,TransactionsLast24Hours,DeviceChangedRecently,NewLocationLogin,FailedPinAttempts,IsWeekend,Fraudulent
TXN002373,386732,Kisumu,Uasin Gishu,18,Till,118,30,Yes,No,4,No,Yes
TXN002374,82748,Kiambu,Meru,22,Send Money,4,7,Yes,Yes,3,No,Yes
TXN002375,59270,Meru,Kisumu,2,Till,37,12,No,No,0,No,No
TXN002376,429717,Meru,Nyeri,5,Till,69,15,Yes,Yes,5,No,Yes
TXN002377,121684,Mombasa,Kakamega,23,Send Money,72,30,No,Yes,0,Yes,No
TXN002378,217254,Nakuru,Mombasa,10,Send Money,61,17,Yes,No,6,No,Yes
TXN002379,54028,Machakos,Nairobi,6,Withdraw,49,21,No,Yes,8,Yes,Yes
TXN002380,406221,Kiambu,Nairobi,14,Send Money,6,4,No,Yes,2,No,No
TXN002381,106788,Uasin Gishu,Kisumu,16,Paybill,4,17,Yes,Yes,7,Yes,Yes
TXN002382,314957,Nairobi,Nairobi,14,Paybill,54,18,Yes,No,4,No,Yes
TXN002383,270760,Mombasa,Mombasa,13,Send Money,65,22,No,Yes,7,No,Yes
TXN002384,221814,Kakamega,Uasin Gishu,12,Paybill,120,19,Yes,No,1,Yes,No
TXN002385,8205,Kakamega,Nairobi,20,Paybill,72,2,Yes,Yes,3,Yes,Yes
TXN002386,483878,Machakos,Meru,12,Paybill,54,7,No,No,4,Yes,No
TXN002387,336603,Nairobi,Kiambu,21,Paybill,33,11,No,Yes,1,Yes,No
TXN002388,156422,Meru,Mombasa,4,Paybill,21,22,No,Yes,6,Yes,Yes
TXN002389,240451,Meru,Kakamega,12,Send Money,47,8,Yes,Yes,8,No,Yes
TXN002390,131082,Nakuru,Uasin Gishu,10,Paybill,79,13,No,Yes,2,No,No
TXN002391,442791,Nakuru,Uasin Gishu,8,Send Money,98,29,No,Yes,5,No,Yes
TXN002392,367005,Nakuru,Uasin Gishu,22,Till,69,27,No,No,4,Yes,No
TXN002393,440661,Kakamega,Nakuru,16,Till,113,29,Yes,Yes,5,No,Yes
TXN002394,144986,Nakuru,Uasin Gishu,1,Withdraw,92,13,No,Yes,3,Yes,Yes
TXN002395,211459,Machakos,Meru,9,Withdraw,104,15,No,No,1,Yes,No
TXN002396,477870,Kisumu,Meru,16,Withdraw,110,29,Yes,Yes,0,No,Yes
TXN002397,96791,Uasin Gishu,Mombasa,14,Withdraw,22,14,Yes,Yes,6,No,Yes
TXN002398,92807,Nakuru,Machakos,17,Withdraw,25,29,No,No,2,Yes,No
TXN002399,453643,Machakos,Uasin Gishu,0,Till,52,18,No,No,7,Yes,No
TXN002400,63708,Meru,Nakuru,3,Till,32,9,Yes,Yes,8,No,Yes
TXN002401,104982,Uasin Gishu,Nairobi,0,Send Money,78,17,Yes,Yes,2,Yes,Yes
TXN002402,470234,Kisumu,Meru,23,Send Money,9,10,No,Yes,7,No,Yes
TXN002403,415500,Nakuru,Kiambu,3,Send Money,40,24,Yes,Yes,4,Yes,Yes
TXN002404,107070,Kisumu,Nairobi,18,Withdraw,67,26,No,No,2,No,No
TXN002405,337915,Kiambu,Nairobi,10,Paybill,42,27,No,No,2,Yes,No
TXN002406,29206,Meru,Kakamega,13,Withdraw,67,6,Yes,No,3,Yes,No
TXN002407,319148,Machakos,Uasin Gishu,17,Paybill,103,4,No,No,2,Yes,No
TXN002408,461080,Kakamega,Meru,13,Withdraw,1,3,No,No,3,Yes,Yes
TXN002409,52743,Kiambu,Nairobi,9,Paybill,120,17,No,No,7,Yes,No
TXN002410,417070,Nakuru,Mombasa,21,Paybill,40,16,No,Yes,2,No,No
TXN002411,252841,Nairobi,Kakamega,15,Withdraw,85,20,No,No,1,Yes,No
TXN002412,103046,Nakuru,Uasin Gishu,2,Paybill,83,6,Yes,No,5,Yes,Yes
TXN002413,23636,Nakuru,Nakuru,14,Send Money,19,23,No,Yes,3,No,Yes
TXN002414,99600,Kakamega,Kiambu,17,Send Money,39,24,Yes,No,4,No,Yes
TXN002415,408853,Kisumu,Nakuru,10,Send Money,35,16,No,Yes,7,No,Yes
TXN002416,483970,Meru,Mombasa,15,Send Money,114,1,No,No,5,Yes,No
TXN002417,481827,Kisumu,Nyeri,18,Till,89,18,No,Yes,7,Yes,Yes
TXN002418,41184,Meru,Mombasa,17,Till,35,12,No,Yes,4,Yes,Yes
TXN002419,266851,Kakamega,Kiambu,8,Withdraw,1,12,No,Yes,1,No,Yes
TXN002420,350838,Kakamega,Nairobi,1,Till,47,8,Yes,No,0,No,No
TXN002421,5978,Mombasa,Nyeri,8,Send Money,76,8,Yes,No,5,No,No
TXN002422,399106,Nakuru,Meru,12,Withdraw,32,20,Yes,Yes,1,Yes,Yes
TXN002423,403198,Nyeri,Nyeri,12,Till,21,25,Yes,Yes,8,No,Yes
TXN002424,329482,Kisumu,Uasin Gishu,10,Paybill,89,24,Yes,No,8,Yes,Yes
TXN002425,318859,Meru,Nakuru,6,Paybill,90,11,Yes,No,4,No,Yes
TXN002426,179642,Meru,Kakamega,9,Till,93,14,Yes,Yes,0,Yes,Yes
TXN002427,445697,Nyeri,Meru,17,Withdraw,3,17,Yes,No,7,Yes,Yes
TXN002428,22363,Nakuru,Mombasa,2,Paybill,77,6,Yes,Yes,1,No,No
TXN002429,356958,Mombasa,Machakos,17,Till,110,30,Yes,No,6,Yes,Yes
TXN002430,290266,Nakuru,Kisumu,21,Send Money,44,18,Yes,No,2,No,No
TXN002431,58475,Kisumu,Kisumu,0,Till,77,21,No,Yes,4,No,Yes
TXN002432,118481,Kiambu,Machakos,22,Till,77,29,No,Yes,7,No,Yes
TXN002433,155378,Kakamega,Mombasa,9,Withdraw,62,24,Yes,Yes,3,Yes,Yes
TXN002434,391115,Kakamega,Uasin Gishu,13,Paybill,10,27,No,Yes,4,No,Yes
TXN002435,457637,Machakos,Nakuru,0,Paybill,53,6,Yes,No,6,Yes,Yes
TXN002436,392762,Kakamega,Nyeri,14,Send Money,50,3,No,Yes,2,No,No
TXN002437,113339,Uasin Gishu,Nakuru,1,Withdraw,117,13,No,Yes,5,Yes,Yes
TXN002438,207568,Nyeri,Mombasa,20,Withdraw,31,14,Yes,No,0,Yes,No
TXN002439,139501,Meru,Mombasa,5,Send Money,108,1,Yes,Yes,3,Yes,Yes
TXN002440,422360,Nairobi,Meru,8,Till,95,8,Yes,Yes,5,Yes,Yes
TXN002441,82929,Nakuru,Mombasa,18,Paybill,89,7,No,No,7,No,No
TXN002442,205792,Machakos,Kakamega,9,Till,6,2,No,Yes,2,No,No
TXN002443,135205,Nyeri,Meru,9,Till,104,9,Yes,Yes,5,No,Yes
TXN002444,485398,Nyeri,Mombasa,22,Withdraw,43,8,Yes,Yes,8,Yes,Yes
TXN002445,182429,Uasin Gishu,Uasin Gishu,5,Paybill,81,12,Yes,No,4,No,Yes
TXN002446,313111,Meru,Kakamega,1,Till,102,22,No,Yes,1,No,No
TXN002447,366742,Uasin Gishu,Kisumu,9,Withdraw,53,13,Yes,Yes,6,Yes,Yes
TXN002448,16032,Uasin Gishu,Nairobi,4,Paybill,58,1,No,No,2,No,No
TXN002449,185291,Machakos,Nakuru,21,Send Money,103,3,No,No,0,Yes,No
TXN002450,35623,Machakos,Uasin Gishu,1,Till,57,8,Yes,No,7,Yes,No
TXN002451,276118,Kiambu,Kiambu,2,Paybill,57,19,Yes,No,2,Yes,No
TXN002452,128655,Uasin Gishu,Kiambu,23,Till,76,11,No,No,4,Yes,No
TXN002453,112139,Kakamega,Mombasa,18,Send Money,13,22,No,No,0,No,No
TXN002454,397707,Meru,Nakuru,13,Till,83,30,No,No,4,No,No
TXN002455,203653,Kiambu,Nyeri,14,Withdraw,114,4,Yes,Yes,5,No,Yes
TXN002456,286803,Kakamega,Kakamega,23,Send Money,1,12,No,Yes,2,Yes,Yes
TXN002457,284246,Nairobi,Meru,11,Withdraw,34,8,Yes,Yes,2,Yes,Yes
TXN002458,256358,Kisumu,Nakuru,18,Withdraw,31,7,Yes,Yes,7,Yes,Yes
TXN002459,151619,Kisumu,Uasin Gishu,14,Withdraw,34,2,Yes,Yes,5,Yes,Yes
TXN002460,323699,Kakamega,Nakuru,19,Paybill,111,19,Yes,No,2,No,No
TXN002461,117403,Nakuru,Kisumu,0,Send Money,93,18,No,Yes,0,Yes,No
TXN002462,131836,Kisumu,Nyeri,8,Till,89,1,Yes,No,3,Yes,Yes
TXN002463,72559,Meru,Nairobi,21,Withdraw,28,10,No,Yes,8,Yes,No
TXN002464,173798,Kisumu,Uasin Gishu,1,Withdraw,105,11,Yes,No,4,No,Yes
TXN002465,169713,Mombasa,Nairobi,0,Withdraw,56,19,Yes,Yes,8,Yes,Yes
TXN002466,413504,Kisumu,Kisumu,15,Withdraw,37,8,Yes,Yes,2,No,Yes
TXN002467,245122,Uasin Gishu,Uasin Gishu,9,Withdraw,60,7,Yes,Yes,6,Yes,Yes
TXN002468,14875,Nairobi,Nakuru,12,Send Money,119,26,No,Yes,3,No,Yes
TXN002469,175716,Mombasa,Nairobi,20,Withdraw,79,11,Yes,No,2,No,No
TXN002470,414806,Nairobi,Uasin Gishu,15,Till,91,10,Yes,Yes,7,No,Yes
TXN002471,265517,Meru,Nairobi,13,Paybill,22,14,No,No,2,No,No
TXN002472,7281,Uasin Gishu,Kiambu,13,Send Money,108,2,Yes,No,3,No,No
TXN002473,148279,Mombasa,Nyeri,6,Withdraw,74,15,No,No,7,Yes,No
TXN002474,392511,Nairobi,Meru,23,Till,74,27,No,Yes,4,No,Yes
TXN002475,426751,Uasin Gishu,Kiambu,6,Paybill,41,1,No,Yes,2,No,No
TXN002476,69144,Mombasa,Kisumu,22,Send Money,96,8,No,No,1,Yes,No
TXN002477,346359,Nakuru,Kiambu,0,Send Money,111,30,Yes,No,4,No,Yes
TXN002478,366948,Nakuru,Meru,16,Till,10,6,No,No,2,Yes,No
TXN002479,492380,Kakamega,Nyeri,22,Withdraw,64,10,Yes,Yes,5,No,Yes
TXN002480,33716,Nyeri,Nyeri,20,Withdraw,109,17,Yes,Yes,3,No,Yes
TXN002481,30358,Uasin Gishu,Mombasa,23,Paybill,43,22,No,Yes,6,Yes,Yes
TXN002482,365954,Meru,Meru,17,Till,93,9,No,No,4,No,No
TXN002483,205264,Meru,Uasin Gishu,6,Paybill,4,25,No,No,7,No,No
TXN002484,1993,Mombasa,Nairobi,17,Send Money,110,20,No,Yes,3,No,Yes
TXN002485,300954,Kisumu,Nairobi,3,Withdraw,113,5,No,Yes,6,No,Yes
TXN002486,169212,Kiambu,Machakos,15,Withdraw,46,29,No,No,8,No,No
TXN002487,169119,Kisumu,Kiambu,15,Withdraw,42,25,No,No,5,Yes,No
TXN002488,144018,Machakos,Nyeri,13,Paybill,1,1,Yes,No,8,No,Yes
TXN002489,152707,Machakos,Kiambu,10,Send Money,88,2,No,Yes,6,No,Yes
TXN002490,80741,Nyeri,Meru,19,Withdraw,23,29,No,No,4,Yes,No
TXN002491,489186,Nyeri,Uasin Gishu,0,Paybill,38,1,Yes,Yes,3,No,Yes
TXN002492,438615,Nairobi,Nakuru,13,Paybill,41,27,No,Yes,1,No,No
TXN002493,23948,Nyeri,Uasin Gishu,1,Paybill,113,20,No,No,2,Yes,No
TXN002494,23759,Nairobi,Meru,8,Send Money,103,23,No,Yes,8,Yes,Yes
TXN002495,111508,Meru,Kakamega,18,Withdraw,35,22,Yes,No,1,No,No
TXN002496,70791,Mombasa,Nakuru,11,Withdraw,108,9,No,Yes,8,No,No
TXN002497,319547,Kakamega,Nakuru,11,Withdraw,35,17,Yes,No,5,Yes,Yes
TXN002498,394205,Nakuru,Meru,8,Send Money,89,16,No,Yes,5,No,Yes
TXN002499,465759,Kisumu,Meru,8,Till,44,19,Yes,Yes,6,Yes,Yes
TXN002500,77193,Nyeri,Meru,4,Till,84,28,Yes,Yes,1,No,Yes
TXN002501,272986,Kisumu,Nairobi,7,Send Money,36,20,Yes,No,3,No,Yes
TXN002502,295497,Kakamega,Machakos,19,Till,96,15,No,No,4,No,No
TXN002503,497399,Kiambu,Nyeri,23,Paybill,15,22,No,Yes,8,No,Yes
TXN002504,105676,Nyeri,Kiambu,3,Withdraw,1,17,Yes,No,8,No,Yes
TXN002505,83502,Machakos,Nyeri,12,Till,32,21,Yes,Yes,6,Yes,Yes
TXN002506,86948,Mombasa,Kakamega,6,Send Money,59,14,No,No,8,Yes,No
TXN002507,201349,Nyeri,Mombasa,14,Paybill,52,6,Yes,Yes,5,Yes,Yes
TXN002508,154663,Uasin Gishu,Meru,17,Send Money,100,5,No,No,5,No,No
TXN002509,489506,Kisumu,Nakuru,20,Withdraw,54,30,Yes,Yes,2,No,Yes
TXN002510,62464,Kakamega,Meru,1,Send Money,58,20,Yes,Yes,2,Yes,Yes
TXN002511,371471,Nairobi,Nyeri,8,Withdraw,105,26,No,No,4,No,No
TXN002512,234211,Kakamega,Machakos,10,Paybill,75,11,No,Yes,7,No,Yes
TXN002513,311135,Nyeri,Mombasa,11,Send Money,68,3,Yes,No,3,No,Yes
TXN002514,168034,Kisumu,Uasin Gishu,17,Paybill,64,20,Yes,No,5,No,Yes
TXN002515,265092,Kisumu,Nairobi,21,Withdraw,34,18,No,No,3,Yes,No
TXN002516,209027,Mombasa,Meru,0,Till,11,5,Yes,No,1,Yes,No
TXN002517,387093,Mombasa,Nyeri,4,Send Money,12,18,Yes,Yes,8,No,Yes
TXN002518,340237,Mombasa,Nairobi,14,Paybill,106,16,Yes,No,6,Yes,Yes
TXN002519,115102,Nakuru,Kiambu,22,Withdraw,62,25,Yes,Yes,6,Yes,Yes
TXN002520,346789,Nairobi,Uasin Gishu,15,Till,39,20,No,Yes,3,No,Yes
TXN002521,241349,Machakos,Kakamega,0,Withdraw,66,20,No,Yes,3,No,Yes
TXN002522,231921,Machakos,Machakos,10,Send Money,31,24,Yes,Yes,3,Yes,Yes
TXN002523,357271,Kisumu,Mombasa,16,Withdraw,109,25,No,No,0,No,No
TXN002524,323990,Nairobi,Kiambu,11,Paybill,78,22,Yes,No,4,No,Yes
TXN002525,54927,Mombasa,Kisumu,7,Till,10,10,Yes,No,7,Yes,No
TXN002526,446130,Uasin Gishu,Nyeri,19,Send Money,7,7,No,No,1,No,No
TXN002527,389939,Kisumu,Nakuru,20,Till,5,19,No,No,7,Yes,No
TXN002528,421733,Kiambu,Uasin Gishu,15,Till,100,21,No,No,6,No,No
TXN002529,13020,Nairobi,Mombasa,13,Paybill,118,25,Yes,No,6,No,Yes
TXN002530,491639,Nyeri,Nakuru,3,Till,18,20,No,No,3,No,No
TXN002531,305338,Nakuru,Mombasa,16,Withdraw,64,12,No,Yes,2,No,No
TXN002532,293420,Machakos,Nyeri,11,Till,100,24,Yes,Yes,2,Yes,Yes
TXN002533,336922,Mombasa,Uasin Gishu,23,Till,21,27,Yes,Yes,2,No,Yes
TXN002534,36211,Nairobi,Kakamega,6,Till,71,12,No,Yes,6,No,Yes
TXN002535,152951,Mombasa,Machakos,23,Till,102,13,No,No,6,Yes,No
TXN002536,285666,Uasin Gishu,Mombasa,14,Send Money,37,21,Yes,No,4,Yes,Yes
TXN002537,176562,Uasin Gishu,Meru,17,Send Money,2,6,Yes,Yes,8,Yes,Yes
TXN002538,338493,Kakamega,Uasin Gishu,22,Send Money,107,10,Yes,Yes,4,No,Yes
TXN002539,369795,Nairobi,Kisumu,18,Paybill,76,9,Yes,No,7,No,Yes
TXN002540,281075,Uasin Gishu,Machakos,23,Send Money,52,10,Yes,Yes,0,Yes,Yes
TXN002541,301587,Uasin Gishu,Uasin Gishu,14,Withdraw,93,21,No,Yes,1,Yes,No
TXN002542,64597,Mombasa,Nairobi,4,Till,77,24,No,No,6,No,No
TXN002543,391486,Kisumu,Kisumu,4,Paybill,51,30,Yes,No,2,Yes,No
TXN002544,140907,Uasin Gishu,Nyeri,7,Withdraw,79,19,Yes,Yes,3,No,Yes
TXN002545,256019,Meru,Mombasa,10,Paybill,46,20,Yes,Yes,7,No,Yes
TXN002546,333321,Nairobi,Meru,5,Paybill,39,9,No,Yes,4,No,Yes
TXN002547,128664,Uasin Gishu,Machakos,13,Till,100,28,No,Yes,7,No,Yes
TXN002548,73509,Nakuru,Kakamega,4,Withdraw,112,26,No,Yes,1,No,No
TXN002549,114441,Meru,Kisumu,20,Paybill,9,19,No,No,5,No,No
TXN002550,254836,Meru,Nairobi,0,Paybill,88,15,No,No,1,No,No
TXN002551,486219,Machakos,Mombasa,23,Paybill,110,26,No,Yes,2,No,No
TXN002552,436123,Kakamega,Kisumu,5,Paybill,120,26,No,No,4,No,No
TXN002553,300290,Kiambu,Machakos,8,Withdraw,1,10,No,Yes,3,Yes,Yes
TXN002554,383417,Meru,Nakuru,4,Till,95,23,Yes,No,7,No,Yes
TXN002555,48701,Mombasa,Kisumu,22,Send Money,15,9,No,No,5,Yes,No
TXN002556,151838,Kakamega,Uasin Gishu,13,Send Money,2,19,No,No,3,No,Yes
TXN002557,269446,Nyeri,Kakamega,7,Send Money,25,2,No,Yes,0,Yes,No
TXN002558,163638,Kiambu,Nakuru,13,Withdraw,27,19,Yes,No,1,Yes,No
TXN002559,280471,Nyeri,Kakamega,3,Send Money,53,6,Yes,Yes,7,Yes,Yes
TXN002560,322560,Machakos,Kakamega,1,Withdraw,86,13,No,No,4,Yes,No
TXN002561,336807,Nakuru,Mombasa,11,Till,71,21,Yes,Yes,6,Yes,Yes
TXN002562,94005,Nairobi,Kisumu,6,Send Money,91,24,Yes,Yes,6,Yes,Yes
TXN002563,97053,Kisumu,Kisumu,9,Send Money,65,14,No,No,0,No,No
TXN002564,50296,Kakamega,Nairobi,3,Till,38,26,Yes,Yes,6,No,Yes
TXN002565,39574,Uasin Gishu,Nakuru,6,Paybill,33,11,Yes,Yes,1,No,Yes
TXN002566,67538,Machakos,Nakuru,18,Paybill,18,28,Yes,No,0,Yes,No
TXN002567,96618,Nairobi,Mombasa,21,Send Money,86,6,Yes,No,6,Yes,No
TXN002568,445871,Nakuru,Nakuru,18,Send Money,10,4,Yes,No,8,No,Yes
TXN002569,100945,Mombasa,Nakuru,5,Paybill,30,21,Yes,No,2,No,No
TXN002570,384320,Kisumu,Nakuru,9,Paybill,77,9,No,No,4,No,No
TXN002571,262507,Kisumu,Kiambu,18,Withdraw,52,10,No,No,6,Yes,No
TXN002572,225178,Uasin Gishu,Kakamega,20,Withdraw,25,9,Yes,Yes,5,Yes,Yes
TXN002573,327783,Kisumu,Meru,15,Paybill,116,28,Yes,No,8,No,Yes
TXN002574,186807,Uasin Gishu,Machakos,10,Send Money,52,27,Yes,No,2,No,No
TXN002575,140302,Nyeri,Nairobi,19,Withdraw,63,25,No,Yes,5,Yes,Yes
TXN002576,218410,Nakuru,Uasin Gishu,18,Till,39,4,No,No,5,Yes,No
TXN002577,83544,Machakos,Nakuru,10,Paybill,37,29,No,No,6,No,No
TXN002578,294276,Nakuru,Kisumu,9,Paybill,75,23,No,Yes,8,No,Yes
TXN002579,460075,Mombasa,Machakos,15,Send Money,117,23,No,No,2,No,No
TXN002580,82181,Machakos,Kiambu,6,Till,83,15,No,Yes,8,Yes,Yes
TXN002581,215440,Mombasa,Uasin Gishu,23,Paybill,71,11,No,Yes,0,No,No
TXN002582,155257,Machakos,Nakuru,21,Send Money,73,16,Yes,Yes,6,Yes,Yes
TXN002583,53268,Nakuru,Nairobi,15,Paybill,51,29,Yes,No,1,Yes,No
TXN002584,248554,Mombasa,Kiambu,17,Withdraw,17,13,Yes,No,2,Yes,No
TXN002585,427092,Meru,Nakuru,3,Paybill,62,18,Yes,Yes,6,No,Yes
TXN002586,64267,Kisumu,Machakos,20,Till,37,13,Yes,No,7,No,Yes
TXN002587,439575,Uasin Gishu,Nakuru,6,Send Money,19,24,Yes,No,4,No,Yes
TXN002588,241227,Meru,Kiambu,16,Send Money,18,24,No,Yes,3,No,Yes
TXN002589,350153,Mombasa,Meru,13,Withdraw,15,6,No,No,4,No,No
TXN002590,352494,Meru,Mombasa,1,Send Money,4,14,Yes,Yes,5,Yes,Yes
TXN002591,204328,Nakuru,Meru,19,Till,14,6,No,Yes,1,No,No
TXN002592,383504,Kiambu,Kiambu,6,Withdraw,75,2,Yes,Yes,3,Yes,Yes
TXN002593,481158,Kiambu,Nairobi,18,Till,86,14,No,Yes,4,Yes,Yes
TXN002594,46507,Nairobi,Mombasa,8,Send Money,94,2,Yes,No,7,Yes,No
TXN002595,54434,Kiambu,Kisumu,1,Paybill,52,1,No,Yes,0,Yes,No
TXN002596,277732,Nyeri,Nairobi,23,Send Money,72,27,No,No,1,No,No
TXN002597,459415,Mombasa,Nakuru,8,Till,80,20,Yes,Yes,4,Yes,Yes
TXN002598,158575,Nakuru,Mombasa,13,Send Money,71,9,Yes,Yes,3,No,Yes
TXN002599,364618,Nyeri,Uasin Gishu,1,Send Money,62,19,Yes,No,1,Yes,No
TXN002600,169880,Nakuru,Kisumu,22,Send Money,101,16,Yes,Yes,7,Yes,Yes
TXN002601,305692,Nairobi,Kisumu,16,Send Money,88,10,Yes,Yes,4,No,Yes
TXN002602,151741,Kisumu,Kakamega,22,Send Money,12,4,Yes,No,4,No,Yes
TXN002603,405118,Kakamega,Uasin Gishu,9,Withdraw,119,20,Yes,No,7,No,Yes
TXN002604,98365,Kiambu,Meru,3,Withdraw,78,3,Yes,Yes,0,No,No
TXN002605,64073,Mombasa,Machakos,9,Send Money,101,19,No,Yes,3,Yes,Yes
TXN002606,39966,Nairobi,Uasin Gishu,19,Withdraw,91,8,Yes,No,3,No,No
TXN002607,347070,Machakos,Machakos,5,Till,24,13,Yes,No,8,No,Yes
TXN002608,92062,Kisumu,Machakos,9,Withdraw,97,21,No,No,1,Yes,No
TXN002609,377885,Uasin Gishu,Uasin Gishu,19,Till,104,3,No,No,8,No,No
TXN002610,265698,Mombasa,Meru,20,Till,73,20,Yes,Yes,0,No,Yes
TXN002611,226902,Nyeri,Kiambu,4,Paybill,58,12,No,Yes,5,No,Yes
TXN002612,235064,Uasin Gishu,Kisumu,20,Till,82,24,Yes,No,2,No,No
TXN002613,212435,Nairobi,Nairobi,2,Till,47,1,No,No,0,No,No
TXN002614,450424,Uasin Gishu,Nyeri,20,Withdraw,84,30,No,Yes,3,Yes,Yes
TXN002615,451538,Nairobi,Uasin Gishu,13,Send Money,24,9,Yes,No,1,Yes,No
TXN002616,352537,Nairobi,Kakamega,13,Paybill,35,26,Yes,No,2,Yes,No
TXN002617,100804,Kisumu,Nakuru,4,Paybill,65,24,Yes,Yes,5,Yes,Yes
TXN002618,94936,Kakamega,Machakos,4,Paybill,23,18,Yes,No,0,No,No
TXN002619,187700,Mombasa,Nairobi,23,Till,78,19,No,Yes,0,No,No
TXN002620,237222,Mombasa,Nakuru,11,Send Money,78,26,Yes,Yes,5,Yes,Yes
TXN002621,433134,Kisumu,Kisumu,20,Paybill,110,25,No,Yes,5,No,Yes
TXN002622,484248,Kakamega,Nyeri,1,Withdraw,106,1,No,No,1,No,No
TXN002623,274876,Kiambu,Mombasa,19,Till,31,1,Yes,Yes,1,Yes,Yes
TXN002624,477169,Meru,Machakos,4,Send Money,111,23,No,Yes,4,Yes,Yes
TXN002625,487551,Kakamega,Kiambu,23,Paybill,84,9,No,No,8,No,No
TXN002626,288724,Nakuru,Machakos,15,Send Money,5,6,Yes,Yes,0,No,Yes
TXN002627,353256,Meru,Kakamega,8,Paybill,30,15,Yes,Yes,1,Yes,Yes
TXN002628,431024,Machakos,Kakamega,11,Till,93,13,Yes,No,5,No,Yes
TXN002629,365936,Meru,Uasin Gishu,18,Send Money,99,1,No,Yes,0,No,No
TXN002630,361531,Mombasa,Nairobi,12,Till,39,12,Yes,No,0,No,No
TXN002631,220449,Kakamega,Nairobi,2,Withdraw,59,8,Yes,No,4,No,Yes
TXN002632,166955,Nyeri,Mombasa,9,Send Money,19,15,No,Yes,3,No,Yes
TXN002633,73457,Uasin Gishu,Meru,19,Paybill,46,8,Yes,No,3,No,No
TXN002634,335671,Kakamega,Kakamega,5,Till,79,28,No,No,4,No,No
TXN002635,420899,Kisumu,Kiambu,5,Paybill,113,26,Yes,No,2,Yes,No
TXN002636,158113,Kisumu,Kiambu,3,Till,66,1,Yes,No,1,No,No
TXN002637,179360,Machakos,Kakamega,9,Send Money,32,28,No,Yes,5,No,Yes
TXN002638,201467,Kiambu,Kisumu,11,Withdraw,23,27,No,No,0,Yes,No
TXN002639,32259,Meru,Kiambu,11,Paybill,31,25,Yes,Yes,2,No,Yes
TXN002640,488118,Nyeri,Uasin Gishu,7,Send Money,29,28,Yes,No,8,Yes,Yes
TXN002641,146606,Meru,Meru,2,Withdraw,3,30,Yes,No,6,Yes,Yes
TXN002642,82851,Nairobi,Kiambu,2,Withdraw,13,16,No,Yes,2,Yes,No
TXN002643,243325,Meru,Kisumu,12,Withdraw,70,30,Yes,Yes,5,Yes,Yes
TXN002644,316784,Machakos,Nairobi,6,Send Money,27,16,Yes,No,3,Yes,Yes
TXN002645,439928,Nairobi,Kisumu,4,Send Money,30,19,Yes,Yes,4,No,Yes
TXN002646,219195,Nakuru,Machakos,19,Paybill,13,22,Yes,Yes,3,Yes,Yes
TXN002647,256641,Nairobi,Kisumu,22,Till,78,16,Yes,Yes,0,Yes,Yes
TXN002648,225644,Kiambu,Kakamega,2,Till,13,13,Yes,Yes,5,No,Yes
TXN002649,185594,Nairobi,Kiambu,11,Paybill,77,10,Yes,No,2,Yes,No
TXN002650,71728,Nyeri,Mombasa,9,Till,96,8,Yes,No,7,No,No
TXN002651,197625,Mombasa,Meru,9,Till,38,15,No,Yes,7,Yes,Yes
TXN002652,102711,Uasin Gishu,Uasin Gishu,22,Withdraw,87,20,Yes,Yes,7,No,Yes
TXN002653,178298,Kisumu,Nairobi,18,Paybill,8,12,Yes,No,6,Yes,Yes
TXN002654,290387,Uasin Gishu,Mombasa,23,Send Money,12,27,No,No,8,Yes,No
TXN002655,81775,Nyeri,Kakamega,0,Withdraw,17,8,Yes,Yes,6,No,Yes
TXN002656,329931,Kisumu,Kisumu,6,Withdraw,106,16,No,Yes,5,Yes,Yes
TXN002657,64592,Nyeri,Kiambu,20,Till,70,12,Yes,Yes,2,No,Yes
TXN002658,217149,Kisumu,Meru,9,Paybill,29,30,No,Yes,1,No,No
TXN002659,11360,Meru,Nyeri,18,Paybill,6,1,Yes,No,5,Yes,No
TXN002660,458121,Uasin Gishu,Machakos,19,Withdraw,32,23,Yes,Yes,2,No,Yes
TXN002661,199273,Mombasa,Kakamega,21,Paybill,79,7,Yes,No,8,No,Yes
TXN002662,420239,Nakuru,Nyeri,4,Send Money,88,16,No,No,1,No,No
TXN002663,49462,Kisumu,Uasin Gishu,12,Till,13,25,No,Yes,6,No,Yes
TXN002664,96513,Kakamega,Kisumu,8,Till,56,15,Yes,No,1,Yes,No
TXN002665,494488,Machakos,Uasin Gishu,19,Withdraw,45,8,Yes,No,5,No,Yes
TXN002666,215392,Kisumu,Kiambu,18,Till,34,17,No,No,6,Yes,No
TXN002667,371328,Kisumu,Machakos,0,Withdraw,48,27,Yes,Yes,4,No,Yes
TXN002668,303400,Mombasa,Kisumu,21,Send Money,17,19,No,No,6,No,No
TXN002669,454276,Kisumu,Meru,7,Till,54,25,Yes,No,6,No,Yes
TXN002670,368180,Kisumu,Mombasa,4,Send Money,3,20,No,Yes,4,No,Yes
TXN002671,157945,Nakuru,Kiambu,15,Withdraw,56,28,No,Yes,2,Yes,No
TXN002672,288462,Meru,Kakamega,4,Till,110,23,Yes,No,5,No,Yes
TXN002673,60981,Nakuru,Nakuru,20,Paybill,111,17,No,Yes,7,Yes,Yes
TXN002674,49127,Kisumu,Nairobi,18,Till,38,15,Yes,Yes,3,No,Yes
